amount_requested,birth_date,status,residence_rent_or_own,monthly_rent_amount,bank_account_direct_deposit,application_when,loan_duration,payment_ach,num_payments,payment_amount,amount_approved,duration_approved,address_zip,email,bank_routing_number,email_duration,residence_duration,bank_account_duration,payment_frequency,home_phone_type,how_use_money,monthly_income_amount,raw_l2c_score,raw_FICO_telecom,raw_FICO_retail,raw_FICO_bank_card,raw_FICO_money,flgGood
500,1951-08-31,Approved,0,1200,1,2011-01-24 10:16:40,4,1,8,108.48,500,4,84120,IreneBJohnston@gmail.com,324079500,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,Other,2720,586,595,632,700,621,0
800,1974-06-19,Approved,0,916,1,2011-01-24 13:49:13,5,1,10,92.17,500,5,84042,KelleyJKieffer@aol.com,324079555,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,Other,5340,732,551,553,679,600,0
500,1967-04-10,Approved,0,187,1,2011-01-24 15:34:48,5,1,10,94.7,500,5,84752,CarmenBIrizarry@hotmail.com,124002971,1 year or more,3+ years,6 months or less,Semi-monthly,Mobile,Other,1480,530,607,655,710,589,1
800,1961-11-18,Approved,0,570,1,2011-01-24 17:13:32,8,1,13,77.39,500,6,83201,AlexanderMOlmstead@bing.com,124103799,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,Other,2650,560,586,604,680,640,0
600,1954-08-06,Approved,0,876,1,2011-01-25 07:32:39,5,1,10,92.17,500,5,83201,LilyAStandifer@aol.com,324173736,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,Other,4300,669,516,545,680,573,1
600,1955-12-03,Approved,0,756,1,2011-01-25 14:42:49,5,1,5,193.91,500,5,84724,JosephAWeiss@yahoo.com,324079555,4-12 months,3+ years,3+ years,Monthly,Home,Other,4280,539,568,590,680,611,0
700,1940-09-04,Approved,1,1050,1,2011-01-25 15:06:48,5,1,5,271.47,700,5,84302,DeborahMBurke@hotmail.com,324377516,1 year or more,6 months or less,3+ years,Monthly,Home,Other,2795,713,594,647,665,626,0
300,1984-04-01,Approved,1,312,1,2011-01-25 18:39:07,3,1,6,81.6,300,3,83704,GailDThomas@yahoo.com,123103716,1 year or more,6 months or less,1-2 years,Bi-weekly,Mobile,Other,1900,638,552,586,603,580,1
300,1969-02-03,Approved,1,879,0,2011-01-25 18:57:56,6,1,13,46.43,300,6,84081,GladysGDavis@gmail.com,124001545,1 year or more,7-12 months,6 months or less,Bi-weekly,Home,Bills,2390,536,526,501,649,575,0
500,1948-12-10,Approved,0,785,1,2011-01-25 23:03:32,5,1,5,193.91,500,5,83854,AndrewLCastro@yahoo.com,125100089,1 year or more,3+ years,3+ years,Monthly,Mobile,Car,2450,616,597,646,683,626,1
500,1958-08-04,Approved,1,650,1,2011-01-26 03:42:41,6,1,12,84.03,500,6,83703,CamilleRBrumfield@hotmail.com,124103799,1 year or more,3+ years,3+ years,Semi-monthly,Home,Bills,4450,542,562,565,680,603,1
800,1962-01-14,Approved,1,1600,0,2011-01-26 10:19:00,5,1,10,151.51,800,5,84092,LanceLAnderson@bing.com,124302150,1 year or more,3+ years,3+ years,Semi-monthly,Mobile,Bills,3000,582,645,685,733,660,1
500,1953-02-15,Approved,0,1200,1,2011-01-26 11:02:01,5,1,10,92.17,500,5,84404,JimRMarshall@gmail.com,51400549,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,Car,2786,568,578,565,680,616,0
400,1950-08-17,Approved,0,0,1,2011-01-26 15:32:04,8,1,8,115.88,400,8,83338,MargaretMParnell@hotmail.com,124103799,1 year or more,3+ years,3+ years,Monthly,Mobile,Bills,1334,568,612,660,709,639,1
700,1974-12-28,Approved,1,0,1,2011-01-26 22:39:10,8,1,13,77.39,500,6,84074,MelissaHRoberson@aol.com,51000017,1 year or more,3+ years,1-2 years,Bi-weekly,Mobile,Bills,1600,506,532,563,680,597,0
800,1975-11-12,Approved,1,300,1,2011-01-27 08:14:56,8,1,13,77.39,500,6,84115,SamanthaCOliver@hotmail.com,324078268,1 year or more,3+ years,3+ years,Bi-weekly,Work,Medical,2200,664,520,565,621,570,0
700,1966-10-01,Approved,1,1395,0,2011-01-28 08:36:23,5,1,10,92.17,500,5,84047,CatherineTHawks@aol.com,124002971,1 year or more,1-2 years,6 months or less,Bi-weekly,Home,Other,6000,601,600,631,663,616,0
300,1973-03-02,Approved,1,500,1,2011-01-28 09:18:05,8,1,16,42.66,300,8,84720,MarieFJanes@hotmail.com,124002971,1 year or more,3+ years,6 months or less,Semi-monthly,Mobile,Medical,3350,601,534,555,666,584,1
800,1966-03-21,Approved,1,200,1,2011-01-28 09:31:12,8,1,17,105.88,800,8,83221,FrankSWright@yahoo.com,124000054,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,Bills,3544,613,551,592,680,608,0
300,1957-08-25,Approved,0,0,0,2011-01-28 10:09:33,5,1,5,116.34,300,5,84403,KeturahJWood@gmail.com,324377613,1 year or more,3+ years,3+ years,Monthly,Home,Bills,753,536,590,634,668,621,1
600,1959-12-21,Approved,1,600,1,2011-01-28 10:26:48,8,1,13,77.39,500,6,84041,JuanaJClark@gmail.com,124002971,1 year or more,1-2 years,1-2 years,Bi-weekly,Mobile,Bills,2200,497,553,590,613,595,0
800,1973-08-14,Approved,1,680,0,2011-01-28 13:22:52,8,1,17,105.88,800,8,84119,AliceWSutcliffe@yahoo.com,324379705,1 year or more,7-12 months,1-2 years,Bi-weekly,Mobile,Bills,1400,523,579,602,672,599,0
800,1965-08-01,Approved,1,0,1,2011-01-29 10:54:33,8,1,13,77.39,500,6,84044,VeronicaFKirkham@hotmail.com,324377202,1 year or more,7-12 months,3+ years,Bi-weekly,Mobile,Other,3200,601,552,601,597,571,0
300,1980-09-24,Approved,0,786,1,2011-01-29 12:58:19,8,1,17,39.7,300,8,84414,JackJIkeda@yahoo.com,324377516,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,Car,2100,741,574,596,680,629,1
700,1962-08-21,Approved,1,780,1,2011-01-29 16:23:13,6,1,6,240.46,700,6,84123,EricaDJohnson@aol.com,324377862,1 year or more,3+ years,3+ years,Monthly,Home,Bills,3200,601,618,613,663,627,0
800,1970-09-10,Approved,1,850,0,2011-01-30 16:17:09,6,1,6,171.75,500,6,83646,HeidiDBacon@gmail.com,324173626,1 year or more,1-2 years,6 months or less,Monthly,Mobile,Other,2600,620,521,543,672,597,1
800,1966-03-01,Approved,1,900,1,2011-01-30 20:17:29,6,1,13,123.82,800,6,84067,MatthewPMcClay@aol.com,124001545,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,Bills,2600,559,556,567,635,611,1
500,1965-02-14,Approved,0,1200,1,2011-01-31 10:42:01,5,1,10,94.7,500,5,57106,BruceCFletcher@aol.com,91400046,1 year or more,3+ years,1-2 years,Semi-monthly,Mobile,Bills,1880,596,580,569,680,613,0
800,1968-04-07,Approved,0,600,1,2011-01-31 16:58:41,8,1,17,105.88,800,8,84047,JohnMBowman@hotmail.com,124001545,1 year or more,3+ years,6 months or less,Bi-weekly,Home,Other,2000,751,560,624,624,621,0
800,1963-10-07,Approved,1,1100,1,2011-01-31 17:04:46,5,1,10,147.47,800,5,84120,JanieRWeaver@aol.com,124002971,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,Car,3280,661,624,667,679,641,0
500,1971-03-24,Approved,0,850,1,2011-01-31 17:26:37,6,1,13,77.39,500,6,57032,MarilynNLilley@bing.com,91408501,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,Bills,1250,336,586,579,680,628,0
800,1954-06-16,Approved,0,750,1,2011-02-01 13:00:11,8,1,16,113.77,800,8,84054,JosephSFincher@hotmail.com,124302150,1 year or more,3+ years,1-2 years,Semi-monthly,Work,Rent,1100,530,549,548,680,619,1
800,1970-04-03,Approved,0,750,1,2011-02-01 17:59:57,8,1,8,231.76,800,8,83687,PamCPalacios@bing.com,123103732,1 year or more,3+ years,3+ years,Monthly,Mobile,Bills,3113,507,602,638,668,636,0
400,1970-08-26,Approved,1,350,0,2011-02-02 07:35:21,6,1,6,137.4,400,6,83687,CherylSHopkins@yahoo.com,324172630,1 year or more,1-2 years,6 months or less,Monthly,Mobile,Medical,3200,655,595,625,692,622,0
500,1977-03-08,Approved,1,1000,1,2011-02-02 08:54:05,6,1,13,77.39,500,6,84010,PamelaBNorthington@aol.com,324377516,1 year or more,7-12 months,3+ years,Bi-weekly,Mobile,Bills,1500,565,613,636,644,593,1
600,1963-01-23,Approved,1,100,1,2011-02-02 14:29:03,6,1,13,92.87,600,6,84003,PatriciaAThompson@gmail.com,124301025,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,Car,2000,615,594,613,680,632,1
300,1979-03-30,Approved,0,0,1,2011-02-02 15:16:08,3,1,6,81.6,300,3,83221,LauraJChapman@bing.com,123103716,1 year or more,3+ years,7-12 months,Bi-weekly,Mobile,Car,1600,530,555,616,650,610,0
600,1951-03-03,Approved,1,550,1,2011-02-02 18:15:05,5,1,10,94.7,500,5,83347,MichelleBJohnson@gmail.com,124101555,1 year or more,3+ years,6 months or less,Semi-monthly,Mobile,Medical,2060,586,560,564,666,613,0
300,1974-04-16,Approved,1,500,1,2011-02-03 07:02:01,3,1,3,170.81,300,3,83843,DarlaCFreda@gmail.com,123103729,1 year or more,1-2 years,1-2 years,Monthly,Mobile,Medical,3026,732,519,550,661,601,0
500,1972-04-30,Approved,0,1033,1,2011-02-03 09:48:10,6,1,13,77.39,500,6,83401,TracyWVanhoose@bing.com,324173150,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,Medical,2600,566,527,560,680,576,1
500,1978-05-06,Approved,1,0,1,2011-02-03 11:20:21,5,1,10,92.17,500,5,84015,AngelaGJacobson@hotmail.com,124000054,1 year or more,7-12 months,6 months or less,Bi-weekly,Mobile,Car,1032,486,546,592,639,583,0
500,1941-09-27,Approved,1,300,1,2011-02-03 12:15:05,6,1,6,171.75,500,6,83325,MichaelSLiang@hotmail.com,123103729,1 year or more,3+ years,3+ years,Monthly,Mobile,Bills,2777,713,530,544,643,590,1
300,1961-01-27,Approved,0,0,1,2011-02-03 12:27:37,6,1,13,46.43,300,6,83204,FayeBMcDonald@aol.com,124103799,1 year or more,3+ years,6 months or less,Bi-weekly,Mobile,Medical,1324,642,528,517,654,595,1
800,1975-08-29,Approved,1,675,1,2011-02-03 12:51:06,3,1,6,136.0,500,3,84058,JennaRTucker@hotmail.com,124002971,1 year or more,7-12 months,3+ years,Bi-weekly,Mobile,Bills,3000,536,582,609,654,602,0
300,1986-04-03,Approved,1,680,1,2011-02-03 13:01:27,4,1,8,65.09,300,4,83713,MartaMFontaine@bing.com,123271978,1 year or more,6 months or less,1-2 years,Bi-weekly,Mobile,Other,1300,521,615,669,724,590,0
500,1945-10-02,Approved,0,2100,0,2011-02-03 14:44:23,3,1,6,138.48,500,3,84010,JohnJCaldwell@hotmail.com,124001545,1 year or more,3+ years,1-2 years,Semi-monthly,Home,Car,5610,660,577,587,680,612,0
600,1976-06-24,Approved,0,0,1,2011-02-03 14:53:07,5,1,10,92.17,500,5,84005,EdithJSoto@bing.com,124001545,1 year or more,3+ years,1-2 years,Bi-weekly,Mobile,Bills,4446,573,602,646,703,632,1
800,1965-06-24,Approved,1,350,1,2011-02-03 15:55:16,5,1,10,92.17,500,5,83301,BarbaraRRector@gmail.com,124103799,1 year or more,6 months or less,3+ years,Bi-weekly,Mobile,Bills,2148,763,521,558,670,592,0
500,1967-08-06,Approved,0,700,1,2011-02-04 08:49:50,6,1,6,171.75,500,6,57107,CharityBBillingsley@hotmail.com,91408899,1 year or more,3+ years,7-12 months,Monthly,Mobile,Bills,5500,423,566,572,657,607,0
300,1951-08-24,Approved,0,0,1,2011-02-04 09:24:17,5,1,5,116.34,300,5,83661,ByronLStokes@hotmail.com,123103729,1 year or more,3+ years,3+ years,Monthly,Work,Bills,1730,583,577,595,680,622,1
800,1981-09-16,Approved,1,250,0,2011-02-04 09:47:41,8,1,13,77.39,500,6,84106,RoseSMcCoy@yahoo.com,124000737,1 year or more,3+ years,6 months or less,Bi-weekly,Mobile,Car,1800,546,522,579,655,572,0
800,1943-05-29,Approved,0,1114,1,2011-02-04 12:38:47,8,1,6,274.81,800,6,84010,AdelaJAustin@aol.com,124302150,1 year or more,3+ years,3+ years,Monthly,Mobile,Other,3062,670,543,538,680,592,0
500,1975-06-27,Approved,1,400,1,2011-02-05 06:14:48,5,1,10,92.17,500,5,84780,ReneeMChism@yahoo.com,124001545,1 year or more,6 months or less,6 months or less,Bi-weekly,Mobile,Bills,2800,583,556,584,669,595,0
800,1951-10-26,Approved,1,170,1,2011-02-05 20:32:05,8,1,8,231.76,800,8,83501,JamieCMassey@bing.com,124000054,4-12 months,3+ years,3+ years,Monthly,Mobile,Other,713,734,570,590,680,623,1
800,1947-09-05,Approved,1,959,1,2011-02-06 15:34:38,8,1,8,231.76,800,8,83404,CharityCBundy@bing.com,324173082,1 year or more,3+ years,3+ years,Monthly,Home,Bills,3723,583,578,562,668,613,0
800,1969-01-25,Approved,1,1000,1,2011-02-07 08:26:22,6,1,13,123.82,800,6,84047,FredaPKeese@yahoo.com,124302150,1 year or more,7-12 months,6 months or less,Bi-weekly,Mobile,Car,2600,601,554,532,635,582,0
800,1986-02-16,Approved,1,850,1,2011-02-07 10:02:04,8,1,13,77.39,500,6,83704,ArthurOCumberbatch@gmail.com,124103799,4-12 months,7-12 months,1-2 years,Bi-weekly,Mobile,Bills,2400,541,609,654,706,602,0
800,1978-02-16,Approved,1,795,1,2011-02-07 11:12:38,8,1,16,113.77,800,8,84111,BelindaJCarrillo@yahoo.com,124001545,1 year or more,1-2 years,1-2 years,Semi-monthly,Mobile,Other,5800,512,595,631,681,623,1
800,1960-05-05,Approved,0,980,1,2011-02-07 13:01:25,5,1,10,147.47,800,5,83237,RuthLCash@bing.com,124300107,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,Medical,856,760,599,638,680,630,1
400,1967-04-04,Approved,1,250,1,2011-02-07 15:41:47,8,1,13,61.91,400,6,84770,JamesMCorlett@hotmail.com,124001545,1 year or more,6 months or less,1-2 years,Bi-weekly,Mobile,Bills,1200,544,529,536,636,592,0
800,1978-07-17,Approved,1,0,1,2011-02-08 06:19:19,8,1,6,171.75,500,6,57274,BonnyKScott@yahoo.com,91408734,1 year or more,7-12 months,7-12 months,Monthly,Mobile,Bills,1600,530,540,531,650,567,0
500,1966-09-02,Approved,1,300,0,2011-02-08 08:25:01,5,1,10,94.7,500,5,83401,SandraEFifield@aol.com,124103799,1 year or more,1-2 years,1-2 years,Semi-monthly,Mobile,Bills,2000,583,604,649,670,616,0
600,1972-09-14,Approved,1,1325,1,2011-02-08 08:27:10,5,1,10,113.64,600,5,84403,LenaMHammond@gmail.com,73972181,1 year or more,1-2 years,1-2 years,Semi-monthly,Mobile,Rent,4526,593,592,602,680,631,1
800,1983-06-23,Approved,1,170,0,2011-02-08 09:10:14,6,1,12,84.03,500,6,83202,IvanPSimmons@hotmail.com,324173655,1 year or more,1-2 years,3+ years,Semi-monthly,Home,Other,2078,596,537,616,622,574,1
700,1979-04-13,Approved,1,565,1,2011-02-08 09:39:16,3,1,6,136.0,500,3,84118,BeckyFRasmussen@aol.com,61113415,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,Bills,2766,716,545,617,627,546,0
500,1986-06-23,Approved,1,675,0,2011-02-08 12:26:04,5,1,10,94.7,500,5,84639,MarcusSBayer@yahoo.com,324377516,1 year or more,3+ years,3+ years,Semi-monthly,Mobile,Car,4400,596,631,677,723,610,1
500,1973-06-26,Approved,1,1000,1,2011-02-08 12:35:21,5,1,10,92.17,500,5,57701,DanielaRShort@aol.com,91408734,1 year or more,3+ years,6 months or less,Bi-weekly,Home,Bills,3068,536,516,554,657,571,0
500,1966-01-13,Approved,0,800,0,2011-02-08 15:22:41,8,1,8,144.85,500,8,84010,JeanEHunter@bing.com,124001545,1 year or more,3+ years,7-12 months,Monthly,Mobile,Other,8100,563,599,578,680,630,1
500,1964-08-22,Approved,1,580,0,2011-02-08 15:27:58,6,1,13,77.39,500,6,57073,MonserrateRPayne@yahoo.com,91400046,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,Bills,4000,644,564,610,641,601,1
500,1971-12-20,Approved,0,525,1,2011-02-09 10:40:16,3,1,6,138.48,500,3,83401,WilliamCJarrell@hotmail.com,124103799,3 months or less,6 months or less,1-2 years,Semi-monthly,Mobile,Bills,2144,425,590,617,613,601,1
400,1985-10-17,Approved,1,670,1,2011-02-09 15:31:21,3,1,6,108.8,400,3,84116,SueTAlvarado@aol.com,124302150,1 year or more,6 months or less,6 months or less,Bi-weekly,Mobile,Bills,1260,539,527,553,648,583,1
400,1985-10-17,Approved,1,670,1,2011-02-09 15:31:21,3,1,6,108.8,400,3,84116,SueTAlvarado@aol.com,124302150,1 year or more,6 months or less,6 months or less,Bi-weekly,Mobile,Bills,1260,539,527,553,648,583,1
400,1963-10-01,Approved,1,950,1,2011-02-09 20:55:27,5,1,10,73.74,400,5,84047,RickyTGaines@yahoo.com,324377202,1 year or more,7-12 months,3+ years,Bi-weekly,Mobile,Bills,2200,641,581,587,680,595,0
600,1959-01-06,Approved,1,850,1,2011-02-09 21:27:21,6,1,13,92.87,600,6,84103,KennithLYeager@yahoo.com,124001545,1 year or more,1-2 years,3+ years,Bi-weekly,Mobile,Car,3760,616,596,647,701,624,0
500,1983-01-16,Approved,1,100,1,2011-02-10 08:29:26,5,1,10,92.17,500,5,57701,MaryDNord@bing.com,91408501,1 year or more,3+ years,6 months or less,Bi-weekly,Mobile,Car,1223,538,569,624,642,596,1
800,1949-10-16,Approved,0,480,0,2011-02-10 16:37:32,8,1,6,171.75,500,6,84117,CherylHSolis@aol.com,124000054,1 year or more,3+ years,1-2 years,Monthly,Mobile,Other,3000,577,525,532,653,603,0
500,1979-04-26,Approved,0,0,1,2011-02-10 18:39:57,8,1,13,77.39,500,6,84117,MyeshaRTrask@gmail.com,124002971,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,Bills,3660,555,586,603,636,610,1
800,1961-12-31,Approved,0,1188,0,2011-02-11 00:41:49,8,1,16,113.77,800,8,84015,TonyKEncinas@yahoo.com,124002971,1 year or more,3+ years,3+ years,Semi-monthly,Mobile,Bills,3400,661,645,683,708,649,0
300,1982-12-21,Approved,1,350,0,2011-02-11 07:18:00,5,1,10,56.82,300,5,83712,JessieHGoodin@gmail.com,123103716,1 year or more,3+ years,3+ years,Semi-monthly,Mobile,Other,2400,762,623,674,721,610,0
500,1964-08-04,Approved,0,705,1,2011-02-11 10:09:48,5,1,10,92.17,500,5,57107,StephenPHickson@bing.com,51000017,4-12 months,3+ years,1-2 years,Bi-weekly,Mobile,Other,2200,423,585,623,636,614,0
500,1976-06-25,Approved,1,0,1,2011-02-11 10:31:08,3,1,6,136.0,500,3,84062,MargieHTabor@hotmail.com,124001545,1 year or more,7-12 months,7-12 months,Bi-weekly,Mobile,Car,1100,579,501,516,612,581,0
800,1960-06-04,Approved,0,1123,1,2011-02-11 12:09:52,5,1,5,310.25,800,5,84404,YvonneWCummings@yahoo.com,124002971,1 year or more,3+ years,1-2 years,Monthly,Home,Other,4191,766,620,624,680,631,1
500,1944-08-11,Approved,0,640,1,2011-02-12 07:40:27,4,1,8,108.48,500,4,84651,TrishaKBates@hotmail.com,124002971,1 year or more,3+ years,6 months or less,Bi-weekly,Mobile,Car,3360,614,569,581,680,612,1
500,1967-01-16,Approved,1,1025,0,2011-02-12 11:20:02,3,1,6,138.48,500,3,57013,MarySHurtt@aol.com,91400036,1 year or more,3+ years,7-12 months,Semi-monthly,Mobile,Other,4000,588,522,517,643,573,1
800,1980-06-29,Approved,1,1000,1,2011-02-12 15:44:04,8,1,17,105.88,800,8,84058,GaryAPatton@yahoo.com,124001545,1 year or more,6 months or less,7-12 months,Bi-weekly,Mobile,Rent,2800,525,668,673,715,639,0
800,1976-10-06,Approved,0,1053,1,2011-02-12 17:55:09,8,1,8,231.76,800,8,83404,JenniferCFillmore@bing.com,124100417,1 year or more,3+ years,3+ years,Monthly,Mobile,Other,3200,669,598,596,680,631,1
500,1977-07-06,Approved,1,1200,1,2011-02-13 09:30:20,5,1,10,92.17,500,5,84087,SalvatoreDGirard@yahoo.com,311079474,4-12 months,3+ years,3+ years,Bi-weekly,Mobile,Other,2500,530,605,645,671,627,0
800,1966-12-22,Approved,0,450,1,2011-02-13 19:57:02,5,1,10,92.17,500,5,83404,MariaCRanson@bing.com,124384657,3 months or less,1-2 years,3+ years,Bi-weekly,Mobile,Bills,2520,530,591,631,644,611,0
500,1958-01-19,Approved,0,500,1,2011-02-14 08:50:26,6,1,13,77.39,500,6,57018,ScottAWright@aol.com,91400046,4-12 months,3+ years,7-12 months,Bi-weekly,Mobile,Other,3624,593,562,583,680,615,1
500,1962-06-07,Approved,0,476,1,2011-02-14 09:40:42,6,1,13,77.39,500,6,57055,ElizabethMSnider@yahoo.com,291471134,1 year or more,3+ years,3+ years,Bi-weekly,Home,Car,3400,586,587,628,661,616,0
800,1964-01-04,Approved,1,691,1,2011-02-14 10:40:43,8,1,13,77.39,500,6,84119,AmberMPersaud@yahoo.com,124001545,1 year or more,1-2 years,1-2 years,Bi-weekly,Mobile,Other,2096,446,530,566,673,618,1
500,1955-01-25,Approved,0,703,1,2011-02-14 14:59:19,6,1,6,171.75,500,6,83646,VincentRLutz@yahoo.com,123103729,1 year or more,3+ years,1-2 years,Monthly,Mobile,Bills,1850,579,565,560,680,624,0
400,1970-01-24,Approved,1,635,0,2011-02-14 16:04:05,6,1,12,67.22,400,6,83201,CristieACooper@hotmail.com,124103773,4-12 months,1-2 years,6 months or less,Semi-monthly,Mobile,Car,3279,438,565,621,651,612,1
800,1980-04-22,Approved,1,150,0,2011-02-14 18:23:46,8,1,13,77.39,500,6,84047,RebeccaGVallejo@hotmail.com,324377516,3 months or less,3+ years,7-12 months,Bi-weekly,Mobile,Car,2400,582,559,641,648,605,0
600,1964-07-27,Approved,0,0,1,2011-02-14 18:36:02,4,1,8,130.18,600,4,84095,SheliaABaumgartner@bing.com,324377516,1 year or more,7-12 months,7-12 months,Bi-weekly,Mobile,Car,2226,541,591,614,662,614,0
800,1952-07-21,Approved,1,400,1,2011-02-15 07:43:59,8,1,6,171.75,500,6,84720,JannaGStover@hotmail.com,124002971,1 year or more,1-2 years,1-2 years,Monthly,Home,Medical,1386,601,539,548,644,589,1
500,1950-07-16,Approved,1,200,1,2011-02-15 08:19:09,5,1,5,193.91,500,5,83651,BarbaraJGillman@bing.com,324172546,1 year or more,1-2 years,1-2 years,Monthly,Home,Car,1585,586,543,578,623,574,0
500,1970-07-22,Approved,1,800,1,2011-02-15 14:09:29,5,1,10,92.17,500,5,84770,AndrewJRittenberry@aol.com,124002971,1 year or more,1-2 years,1-2 years,Bi-weekly,Mobile,Car,3920,589,523,543,624,597,0
800,1977-05-07,Approved,0,700,1,2011-02-15 17:16:17,5,1,10,92.17,500,5,84010,MarylynJStanton@hotmail.com,124001545,1 year or more,3+ years,7-12 months,Bi-weekly,Mobile,Bills,2400,749,563,547,678,596,0
400,1951-04-12,Approved,1,571,1,2011-02-16 10:17:39,8,1,8,115.88,400,8,83702,DonnaRKing@yahoo.com,124103799,1 year or more,6 months or less,7-12 months,Monthly,Mobile,Other,985,530,624,662,718,603,0
600,1957-10-16,Approved,1,500,0,2011-02-16 10:54:59,4,1,8,133.17,600,4,83301,CatherineCIles@gmail.com,123271978,1 year or more,6 months or less,3+ years,Semi-monthly,Mobile,Bills,2400,548,561,543,669,599,0
300,1985-08-27,Approved,1,160,0,2011-02-16 13:17:11,5,1,10,55.3,300,5,84084,MeredithMThomas@gmail.com,324079539,1 year or more,1-2 years,1-2 years,Bi-weekly,Mobile,Bills,1200,661,588,627,653,618,1
500,1957-02-14,Approved,1,164,0,2011-02-16 16:23:45,5,1,5,193.91,500,5,57701,LindseyLJones@bing.com,291479686,1 year or more,3+ years,6 months or less,Monthly,Home,Car,1152,434,544,558,680,594,0
500,1986-10-20,Approved,1,300,1,2011-02-16 16:45:25,5,1,10,92.17,500,5,84118,PaulineGMcCoy@hotmail.com,124001545,1 year or more,1-2 years,6 months or less,Bi-weekly,Mobile,Bills,800,530,553,615,623,592,0
800,1969-08-05,Approved,1,575,1,2011-02-16 17:06:01,8,1,13,77.39,500,6,84123,LuzHSylvia@bing.com,124302150,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,Bills,4380,715,551,551,577,577,0
500,1983-10-12,Approved,1,484,1,2011-02-16 23:47:58,3,1,6,136.0,500,3,84341,AnnaLHower@yahoo.com,324079555,4-12 months,3+ years,7-12 months,Bi-weekly,Mobile,Bills,1800,645,554,595,625,585,0
700,1977-06-06,Approved,0,716,1,2011-02-17 07:41:08,6,1,6,240.46,700,6,84319,DorothyACaldwell@aol.com,324079555,1 year or more,7-12 months,3+ years,Monthly,Mobile,Car,2781,677,554,579,680,604,1
500,1954-11-13,Approved,1,0,0,2011-02-17 10:37:52,5,1,10,92.17,500,5,84404,WillieDMorgan@aol.com,124085024,1 year or more,1-2 years,1-2 years,Bi-weekly,Mobile,Bills,1200,589,577,537,680,600,0
500,1947-06-29,Approved,0,1532,1,2011-02-17 10:58:29,8,1,13,77.39,500,6,84094,FredJGreen@hotmail.com,124000054,1 year or more,7-12 months,3+ years,Bi-weekly,Mobile,Other,3050,536,641,648,679,616,1
800,1963-04-02,Approved,1,450,0,2011-02-17 11:23:39,4,1,4,364.28,800,4,84601,MargaretJBinder@yahoo.com,124001545,1 year or more,3+ years,1-2 years,Monthly,Mobile,Car,4200,663,641,695,734,626,1
800,1955-07-01,Approved,1,500,1,2011-02-17 12:09:46,8,1,17,105.88,800,8,84121,RichardSWebster@yahoo.com,324377516,4-12 months,1-2 years,3+ years,Bi-weekly,Mobile,Car,3100,573,568,560,680,605,1
800,1967-08-01,Approved,1,650,1,2011-02-17 12:11:47,6,1,13,123.82,800,6,84040,MerlinAWatson@bing.com,124001545,1 year or more,1-2 years,1-2 years,Bi-weekly,Mobile,Other,2800,593,561,545,656,608,1
500,1983-07-13,Approved,1,575,1,2011-02-17 13:29:16,5,1,10,92.17,500,5,84115,AlejandraAAlaniz@hotmail.com,124000054,4-12 months,1-2 years,1-2 years,Bi-weekly,Mobile,Bills,1400,523,545,596,622,589,0
500,1956-04-02,Approved,0,0,1,2011-02-17 17:33:58,5,1,10,92.17,500,5,84405,DesireeABoyles@gmail.com,124302150,1 year or more,3+ years,6 months or less,Bi-weekly,Mobile,Bills,3400,577,539,501,642,582,1
500,1969-07-18,Approved,1,1000,1,2011-02-18 08:37:01,5,1,10,92.17,500,5,83702,TheresaSMorris@gmail.com,511300503,1 year or more,6 months or less,7-12 months,Bi-weekly,Mobile,Bills,2750,573,593,619,671,608,0
500,1976-12-17,Approved,0,1200,1,2011-02-18 10:18:13,5,1,10,94.7,500,5,83712,DorothyJClark@aol.com,123103716,1 year or more,3+ years,3+ years,Semi-monthly,Mobile,Bills,2594,760,597,644,671,617,1
600,1952-09-02,Approved,0,430,1,2011-02-18 16:10:16,5,1,5,193.91,500,5,83651,AnnieJPurser@bing.com,124103582,1 year or more,3+ years,6 months or less,Monthly,Mobile,Bills,1236,562,572,563,680,613,0
500,1973-01-19,Approved,1,265,1,2011-02-18 18:25:31,5,1,5,193.91,500,5,83402,MelissaJCollier@hotmail.com,281082915,1 year or more,6 months or less,3+ years,Monthly,Mobile,Bills,1100,521,569,657,711,582,1
800,1956-08-08,Approved,1,320,1,2011-02-20 17:14:33,8,1,13,77.39,500,6,84767,AlexMReed@gmail.com,124302150,1 year or more,3+ years,1-2 years,Bi-weekly,Mobile,Other,1200,645,589,623,663,577,1
